CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Razao_Social;CNPJ;Tipo_Sociedade;Descricao_Atividades;Pais_Sede;UF_Sede;Municipio_Sede;Participacao_Emissor;Possui_Registro_CVM;Codigo_CVM;Razao_Aquisicao_Manutencao;Data_Valor_Mercado;Data_Valor_Contabil;Valor_Mercado;Valor_Contabil
00.000.000/0001-91;2023-12-31;19;137597;BCO BRASIL S.A.;785782;Banco Patagonia S.A.;08884213000135;;;;;;80.39000000;;;;;;;
00.000.000/0001-91;2023-12-31;19;137597;BCO BRASIL S.A.;785783;Banco Votorantim S.A.;59588111000103;;;;;;50.00000000;;;;;;;
00.000.000/0001-91;2023-12-31;19;137597;BCO BRASIL S.A.;785784;BB AKTIENGESELLSCHAFT (BB AG);00000000000000;;;;;;100.00000000;;;;;;;
00.000.000/0001-91;2023-12-31;19;137597;BCO BRASIL S.A.;785785;BB Cayman Islands Holding;05528375000142;;;;;;100.00000000;;;;;;;
00.000.000/0001-91;2023-12-31;19;137597;BCO BRASIL S.A.;785786;BB Elo Cartões Participações S.A.;05105802000180;;;;;;100.00000000;;;;;;;
00.000.000/0001-91;2023-12-31;19;137597;BCO BRASIL S.A.;785787;BB Gestão de Recursos - Distribuidora de Títulos e Val. Mobiliários S.A.;30822936000169;;;;;;100.00000000;;;;;;;
00.000.000/0001-91;2023-12-31;19;137597;BCO BRASIL S.A.;785788;BB Leasing S.A. - Arrendamento Mercantil;31546476000156;;;;;;100.00000000;;;;;;;
00.000.000/0001-91;2023-12-31;19;137597;BCO BRASIL S.A.;785789;BB Seguridade Participações S.A.;17344597000194;;;;;;66.25000000;;;;;;;
00.000.000/0001-91;2023-12-31;19;137597;BCO BRASIL S.A.;785790;BB-Banco de Investimento S.A.;24933830000130;;;;;;100.00000000;;;;;;;
00.000.208/0001-00;2023-12-31;13;135745;BRB BANCO DE BRASILIA S.A.;776876;BRB - Crédito, Financiamento e Investimento S.A.;33136888000143;;;;;;100.00000000;;;;;;;
00.000.208/0001-00;2023-12-31;13;135745;BRB BANCO DE BRASILIA S.A.;776877;BRB-DTVM Distribuidora de Títulos e Valores Mobiliários S.A.;33850686000169;;;;;;99.00000000;;;;;;;
00.000.208/0001-00;2023-12-31;13;135745;BRB BANCO DE BRASILIA S.A.;776878;Cartão BRB S.A.;01984199000100;;;;;;100.00000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782081;AES BRASIL (ANTIGA AES TIETÊ S.A.);37663076000107;;;;;;0.52600000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782082;Auren Energia S.A. (antiga CESP - Companhia Energética de São Paulo S.A.);28594234000123;;;;;;0.05200000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782083;CEB LAJEADO S.A.;03677638000150;;;;;;40.07000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782084;Centrais Elétricas de Santa Catarina S.A.;83878892000155;;;;;;10.75100000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782085;Centrais Elétricas do Norte do Brasil S/A - Eletronorte;00357038000116;;;;;;100.00000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782086;Enel Green Power Cachoeira Dourada S.A.;01672223000168;;;;;;0.12700000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782087;Companhia Energética de Roraima;05938444000196;;;;;;0.00200000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782088;Cia. Energética De Brasília;00070698000111;;;;;;2.09500000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782089;CGT ELETROSUL;02016507000169;;;;;;100.00000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782090;Companhia Energética do Ceará;07047251000170;;;;;;7.06000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782091;Companhia Estadual de Distribuição de Energia Elétrica - CEEE-D;08467115000100;;;;;;4.62200000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782092;Companhia Hidro Elétrica do São Francisco;33541368000116;;;;;;100.00000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782093;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;02998611000104;;;;;;35.01000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782094;Eletrobras Participações S/A;01104937000170;;;;;;83.71000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782095;Eletronuclear;42540211000167;;;;;;67.94700000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782096;EMAE - Empresa Metropolitana de Águas e Energia S.A;02302101000142;;;;;;39.01900000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782097;Energisa S.A.;00864214000106;;;;;;2.06000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782098;CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA.;04895728000180;;;;;;0.99000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782099;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A. - Antiga CEMAR;06272793000184;;;;;;33.40500000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782100;Furnas- Centrais Elétricas S/A;23274194000119;;;;;;100.00000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782101;Lajeado Energia S/A;03460864000184;;;;;;40.06000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782102;Luziânia Niquelândia Transmissora;14863121000171;;;;;;49.00000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782103;Paulista Lajeado Energia S.A.;03491603000121;;;;;;40.06000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782104;Rio Paranapanema Energia S.A.;02998301000181;;;;;;0.46000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782105;CHAPADA DO PIAUÍ I HOLDING S.A.;20512213000100;;;;;;49.00000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782106;CHAPADA DO PIAUÍ II HOLDING S.A.;20512161000171;;;;;;49.00000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782107;ROUAR S.A.;00000000000000;;;;;;50.00000000;;;;;;;
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;782108;COMPANHIA CELG DE PARTICIPAÇÕES;08560444000193;;;;;;0.02000000;;;;;;;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;779799;BSB ENERGÉTICA S.A.;03820456000196;;;;;;9.00000000;;;;;;;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;779800;CEB GERAÇÃO S.A.;04232314000170;;;;;;100.00000000;;;;;;;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;779801;CEB LAJEADO S.A.;03677638000150;;;;;;59.93000000;;;;;;;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;779802;CEB PARTICIPAÇÕES S.A.;03682014000120;;;;;;100.00000000;;;;;;;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;779803;COMPANHIA BRASILIENSE DE GÁS S.A.;04363670000123;;;;;;25.00000000;;;;;;;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;779804;Corumbá Concessões S.A.;04066598000172;;;;;;32.52000000;;;;;;;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;779805;Energética Corumbá III S.A.;04631430000162;;;;;;37.50000000;;;;;;;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;779806;CEB ILUMINAÇÃO PÚBLICA E SERVIÇOS S.A.;39683726000101;;;;;;100.00000000;;;;;;;
00.080.671/0001-00;2023-12-31;3;133573;CARAMURU ALIMENTOS S.A.;766096;INTERGRAIN COMPANY LTD.;09214167000120;;;;;;100.00000000;;;;;;;
00.080.671/0001-00;2023-12-31;3;133573;CARAMURU ALIMENTOS S.A.;766097;Terminal São Simão S.A.;37227676000122;;;;;;49.00000000;;;;;;;
00.080.671/0001-00;2023-12-31;3;133573;CARAMURU ALIMENTOS S.A.;766098;Terminal XXXIX de Santos S.A.;04244527000112;;;;;;50.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787007;Boa Hora 1 Geradora de Energia Solar S.A.;24302776000124;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787008;Boa Hora 2 Geradora de Energia Solar S.A.;24302787000104;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787009;Boa Hora 3 Geradora de Energia Solar S.A.;24302734000193;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787010;Guaimbê Solar Holding S.A.;30757186000199;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787011;MS Participações Societárias S.A.;10288617000108;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787012;Santos Energia Participações S.A.;08685391000137;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787013;AES Tietê Eólica Participações S.A.;11289590000130;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787014;AES Tietê Integra Soluções em Energia Ltda.;26203837000121;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787015;AGV Solar IV Geradora de Energia S.A.;28937900000189;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787016;AGV Solar V Geradora de Energia S.A.;28938999000133;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787017;AGV Solar VI Geradora de Energia S.A.;28937919000125;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787018;AGV Solar VII Geradora de Energia S.A;43721023000106;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787019;Brasventos Eolo Geradora de Energia S.A.;11637090000142;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787020;Brasventos Miassaba 3 Geradora de Energia S.A.;11839616000177;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787021;Centrais Eólicas Ametista S.A.;11201885000103;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787022;Centrais Eólicas Borgo S.A.;12041341000194;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787023;Centrais Eólicas Caetité S.A.;11201767000103;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787024;Centrais Eólicas da Prata S.A.;11366231000130;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787025;Centrais Eólicas dos Araçás S.A.;11201833000137;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787026;Centrais Eólicas Dourados S.A.;12041319000144;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787027;Centrais Eólicas Espigão S.A.;11197321000144;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787028;Centrais Eólicas Maron S.A.;12041214000195;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787029;Centrais Eólicas Morrão S.A.;12049829000168;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787030;Centrais Eólicas Pelourinho S.A.;12048031000100;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787031;Centrais Eólicas Pilões S.A.;11201797000101;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787032;Centrais Eólicas Seraíma S.A.;12047526000106;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787033;Centrais Eólicas Serra do Espinhaço S.A.;12049958000156;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787034;Centrais Eólicas Tanque S.A.;12048059000139;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787035;Centrais Eólicas Ventos do Nordeste S.A.;11204086000190;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787036;Central Eólica Santo Antônio de Pádua S.A.;09601233000114;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787037;Central Eólica São Cristóvão S.A.;10272500000136;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787038;Central Eólica São Jorge S.A.;09571485000148;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787039;Embuaca Geração e Comercialização de Energia S.A.;10288461000165;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787040;Eólica Bela Vista Geração e Comercialização de Energia S.A.;10288502000113;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787041;Eólica Icarai Geração e Comercialização de Energia S.A.;12108854000175;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787042;Eólica Mar e Terra Geração e Comercialização de Energia S.A.;10288438000170;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787043;Guaimbê I Parque Solar S.A.;21983240000123;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787044;Guaimbê II Parque Solar S.A.;21904039000103;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787045;Guaimbê III Parque Solar S.A.;22011002000119;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787046;Guaimbê IV Parque Solar S.A.;21983147000119;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787047;Guaimbê V Parque Solar S.A.;22010973000144;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787048;Nova Energia Holding S.A.;22853844000118;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787049;REB EMPREENDIMENTOS E ADMINISTRADORA DE BENS S.A.;09092023000148;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787050;Rei dos Ventos 3 Geradora de Energia S.A.;11637104000128;;;;;;76.59000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787051;VENTOS DE SANTO ONOFRE I ENERGIAS RENOVÁVEIS S.A.;19022138000110;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787052;VENTOS DE SANTO ONOFRE II ENERGIAS RENOVÁVEIS S.A.;19022974000102;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787053;VENTOS DE SANTO ONOFRE III ENERGIAS RENOVÁVEIS S.A.;19023342000155;;;;;;100.00000000;;;;;;;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;787054;Ventus Holding de Energia Eólica Ltda.;06864892000155;;;;;;76.59000000;;;;;;;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;779686;Visiona Tecnologia Espacial S.A.;13944554000199;;;;;;49.00000000;;;;;;;
00.359.742/0001-08;2023-12-31;3;134771;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;772482;Atom Traders Publicações S.A.;23994857000170;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750736;CERAN - Cia Energética Rio das Antas;04237975000199;;;;;;5.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750737;Dona Francisca Energética S.A.;02832860000117;;;;;;2.12000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750738;Energen Energias Renováveis S.A;08207876000115;;;;;;99.99000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750739;Esmeralda S.A.;07264588000130;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750740;Macaúbas Energética S.A.;09194393000196;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750741;Moinho S.A.;09196223000140;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750742;Monel Monjolinho Energética S.A.;04834395000189;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750743;Morro do Cruzeiro I SA;42615130000189;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750744;Morro do Cruzeiro II SA;42625774000158;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750745;Novo Horizonte Energética S.A.;09214349000109;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750746;Oslo I SA;35637424000146;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750747;Oslo II SA;35637246000153;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750748;Oslo III SA;35636507000110;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750749;Oslo IV SA;35636502000198;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750750;Oslo IX SA;35654189000110;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750751;Oslo V SA;35636427000165;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750752;Oslo VI SA;35636424000121;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750753;Oslo VII SA;35637148000116;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750754;Oslo VIII SA;35639141000133;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750755;Oslo X SA;35654188000176;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750756;Oslo XI SA;42615131000123;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750757;Oslo XII SA;42618737000112;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750758;Oslo XIII SA;42618733000134;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750759;Oslo XIV SA;42616057000160;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750760;Passos Maia Energética S.A.;08542325000108;;;;;;50.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750761;Santa Fé Energia SA;08944243000190;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750762;Santa Laura S.A.;07328431000120;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750763;Santa Rosa S.A.;04468980000102;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750764;Seabra Energética S.A.;09196341000159;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750765;Seabra Energética S.A.;09196341000159;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750766;Serra da Mangabeira SA;35924128000207;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750767;Statkraft Comercialização de Energia SA;41808680000151;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750768;Ventos de Santa Eugênia Energias Renováveis SA;15674494000167;;;;;;100.00000000;;;;;;;
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;750769;Ventos de São Vitorino Energias Renováveis SA;15674425000153;;;;;;100.00000000;;;;;;;
00.743.065/0001-27;2023-12-31;6;135452;LITEL PARTICIPACOES S.A.;774940;Vale S.A.;33592510000154;;;;;;1.46000000;;;;;;;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;791852;Ame Digital Brasil Ltda;32778350000170;;;;;;100.00000000;;;;;;;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;791853;Ame Holding;40208827000100;;;;;;100.00000000;;;;;;;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;791854;Ame Pay Cayman;35153652000140;;;;;;100.00000000;;;;;;;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;791855;AME PAY DELAWARE HOLDING LCC;00000000000000;;;;;;100.00000000;;;;;;;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;791856;Americanas Delivery;27815074000132;;;;;;100.00000000;;;;;;;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;791857;AMERICANAS LUX;00000000000000;;;;;;100.00000000;;;;;;;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;791858;AUCHAL INVESTMENTS;00000000000000;;;;;;100.00000000;;;;;;;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;791859;B2W Digital Lux Sarl;39850361000162;;;;;;100.00000000;;;;;;;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;791860;B2W Rental Ltda.;09114718000183;;;;;;100.00000000;;;;;;;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;791861;BIT Capital S.A.;29079725000107;;;;;;100.00000000;;;;;;;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;791862;BIT Services Ltda.;03789968000137;;;;;;100.00000000;;;;;;;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;791863;BWU Comércio e Entretenimento S.A.;00019388000172;;;;;;100.00000000;;;;;;;
